Titulo,Type,SJR (Cuartil),H_Index,Link
Revista de Filosofia (Spain),journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=21100802704&tip=sid&clean=0
Revista de Humanidades,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=21100200602&tip=sid&clean=0
Revista Lasallista de Investigacion,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=21100202735&tip=sid&clean=0
Revista Portuguesa de Imunoalergologia,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=19700174984&tip=sid&clean=0
Romanic Review,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=16100154720&tip=sid&clean=0
Sahel Medical Journal,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100984216&tip=sid&clean=0
Serbian Journal of Experimental and Clinical Research,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=17300154912&tip=sid&clean=0
Springer Series in Reliability Engineering,book series,Q4,18,https://www.scimagojr.com/journalsearch.php?q=21100431907&tip=sid&clean=0
Stred,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21100394259&tip=sid&clean=0
Studia Neophilologica,journal,Q3,12,https://www.scimagojr.com/journalsearch.php?q=24281&tip=sid&clean=0
Sustainable Mediterranean Construction,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21100943503&tip=sid&clean=0
Talia Dixit,journal,Q2,1,https://www.scimagojr.com/journalsearch.php?q=21101046692&tip=sid&clean=0
Tropical Agriculture,journal,Q4,20,https://www.scimagojr.com/journalsearch.php?q=39636&tip=sid&clean=0
Vestnik Sankt-Peterburgskogo Universiteta. Pravo,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21101047089&tip=sid&clean=0
Vestnik Sankt-Peterburgskogo Universiteta Vostokovedenie i Afrikanistika,journal,Q2,2,https://www.scimagojr.com/journalsearch.php?q=21101032112&tip=sid&clean=0
Wuhan Ligong Daxue Xuebao (Jiaotong Kexue Yu Gongcheng Ban)/Journal of Wuhan University of Technology (Transportation Science and Engineering),journal,Q4,15,https://www.scimagojr.com/journalsearch.php?q=18038&tip=sid&clean=0
Youth Voice Journal,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21100433805&tip=sid&clean=0
Zeitschrift fur Ethnologie,journal,Q3,11,https://www.scimagojr.com/journalsearch.php?q=99334&tip=sid&clean=0
Zeitschrift fur Unternehmensgeschichte,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=21101060493&tip=sid&clean=0
AATCC Review,trade journal,Q4,30,https://www.scimagojr.com/journalsearch.php?q=15286&tip=sid&clean=0
Acta Veterinaria Brasilica,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=21100202112&tip=sid&clean=0
Adverse Drug Reaction Bulletin,journal,Q4,8,https://www.scimagojr.com/journalsearch.php?q=19430&tip=sid&clean=0
Afinidad,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=22671&tip=sid&clean=0
African Historical Review,journal,Q3,9,https://www.scimagojr.com/journalsearch.php?q=19900191766&tip=sid&clean=0
Analecta Veterinaria,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21101152871&tip=sid&clean=0
Anuario Colombiano de Historia Social y de la Cultura,journal,Q3,8,https://www.scimagojr.com/journalsearch.php?q=21100259543&tip=sid&clean=0
Archivos de Alergia e Inmunologia Clinica,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100231629&tip=sid&clean=0
Biography,journal,Q3,22,https://www.scimagojr.com/journalsearch.php?q=29154&tip=sid&clean=0
Black Scholar,journal,Q3,20,https://www.scimagojr.com/journalsearch.php?q=145624&tip=sid&clean=0
Catholic Historical Review,journal,Q3,13,https://www.scimagojr.com/journalsearch.php?q=17699&tip=sid&clean=0
Central European Journal of Economic Modelling and Econometrics,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100837464&tip=sid&clean=0
Chinese Journal of Pathophysiology,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21101171877&tip=sid&clean=0
Clinical and Experimental Morphology,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101039621&tip=sid&clean=0
Cocuk Enfeksiyon Dergisi,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=19700175009&tip=sid&clean=0
"Composites: Mechanics, Computations, Applications",journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=19800188005&tip=sid&clean=0
Concepts in Magnetic Resonance Part A: Bridging Education and Research,journal,Q4,53,https://www.scimagojr.com/journalsearch.php?q=130071&tip=sid&clean=0
Contemporary Ob/Gyn,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=12650&tip=sid&clean=0
Cracow Indological Studies,journal,Q2,2,https://www.scimagojr.com/journalsearch.php?q=21100943915&tip=sid&clean=0
Croatian Journal of Philosophy,journal,Q3,12,https://www.scimagojr.com/journalsearch.php?q=19700186703&tip=sid&clean=0
Culturales,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101101867&tip=sid&clean=0
Dictionaries,journal,Q2,6,https://www.scimagojr.com/journalsearch.php?q=5800208254&tip=sid&clean=0
Early American Studies,journal,Q2,3,https://www.scimagojr.com/journalsearch.php?q=21101039811&tip=sid&clean=0
Early Music,journal,Q3,18,https://www.scimagojr.com/journalsearch.php?q=6500153101&tip=sid&clean=0
Ebre 38,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101090843&tip=sid&clean=0
"Emotions: History, Culture, Society",journal,Q3,5,https://www.scimagojr.com/journalsearch.php?q=21101068031&tip=sid&clean=0
Enquiry,journal,Q2,2,https://www.scimagojr.com/journalsearch.php?q=21101041513&tip=sid&clean=0
Entomologia Hellenica,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101161055&tip=sid&clean=0
Estudios de Deusto,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101097079&tip=sid&clean=0
Estudios Romanicos,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=21100205710&tip=sid&clean=0
Etudes Romanes de Brno,journal,Q2,3,https://www.scimagojr.com/journalsearch.php?q=21100933328&tip=sid&clean=0
Fontes Artis Musicae,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=6500153237&tip=sid&clean=0
Food Technology,trade journal,Q4,62,https://www.scimagojr.com/journalsearch.php?q=23232&tip=sid&clean=0
Historia Philosophica,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101146396&tip=sid&clean=0
Historicky Casopis,journal,Q3,5,https://www.scimagojr.com/journalsearch.php?q=15258&tip=sid&clean=0
Indiana Journal of Global Legal Studies,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=19700169852&tip=sid&clean=0
Ingenieria y Universidad,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=19700186845&tip=sid&clean=0
International Journal of Private Law,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=19700187505&tip=sid&clean=0
International Journal of Strategic Change Management,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101027443&tip=sid&clean=0
International Sports Studies,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21100792099&tip=sid&clean=0
Iranian Journal of War and Public Health,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100905904&tip=sid&clean=0
IRBM News,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=12400154724&tip=sid&clean=0
Japan Review,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21101134368&tip=sid&clean=0
Journal of Indian Ocean World Studies,journal,Q2,3,https://www.scimagojr.com/journalsearch.php?q=21101163376&tip=sid&clean=0
Journal of International Pharmaceutical Research,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=21100881509&tip=sid&clean=0
Journal of Medieval Religious Cultures,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21100316607&tip=sid&clean=0
Journal of Southeast Asian American Education and Advancement,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100943982&tip=sid&clean=0
Journal of the Polynesian Society,journal,Q3,16,https://www.scimagojr.com/journalsearch.php?q=4700153513&tip=sid&clean=0
Juridicas,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21100229263&tip=sid&clean=0
Kalbotyra,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101032777&tip=sid&clean=0
Klinicheskaya Onkogematologiya/Clinical Oncohematology,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100906489&tip=sid&clean=0
List Forum fur Wirtschafts- und Finanzpolitik,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21100899292&tip=sid&clean=0
Louvain Medical,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=17128&tip=sid&clean=0
Magyar Geofizika,journal,Q4,8,https://www.scimagojr.com/journalsearch.php?q=79119&tip=sid&clean=0
Magyar Pszichologiai Szemle,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=5700175216&tip=sid&clean=0
Marmara Medical Journal,journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=17206&tip=sid&clean=0
Medizinhistorisches Journal,journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=18959&tip=sid&clean=0
Metode,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100464312&tip=sid&clean=0
Nottingham French Studies,journal,Q2,11,https://www.scimagojr.com/journalsearch.php?q=6400153187&tip=sid&clean=0
Pakistan Heart Journal,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101044977&tip=sid&clean=0
Passer Journal of Basic and Applied Sciences,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21101151576&tip=sid&clean=0
Pelviperineology,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21101048273&tip=sid&clean=0
Policy and Practice,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100936375&tip=sid&clean=0
Proceedings of the Hamburg International Conference of Logistics,conference and proceedings,No disponible,3,https://www.scimagojr.com/journalsearch.php?q=21101083423&tip=sid&clean=0
Public Roads,trade journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=16910&tip=sid&clean=0
Quaderns de Filologia: Estudis Linguistics,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21101036618&tip=sid&clean=0
Raisons Politiques,journal,Q4,17,https://www.scimagojr.com/journalsearch.php?q=5700168382&tip=sid&clean=0
Review of Religion and Chinese Society,journal,Q3,7,https://www.scimagojr.com/journalsearch.php?q=21101122882&tip=sid&clean=0
Revista Colombiana de Sociologia,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=20600195529&tip=sid&clean=0
Revista de Historia da Sociedade e da Cultura,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21100782426&tip=sid&clean=0
Revista Electronica de Linguistica Aplicada,journal,Q3,11,https://www.scimagojr.com/journalsearch.php?q=21101146538&tip=sid&clean=0
Revista UNISCI,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21100827878&tip=sid&clean=0
Revue Veterinaire Clinique,journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=21100368857&tip=sid&clean=0
Russian Neurological Journal,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100934661&tip=sid&clean=0
Social Science Forum,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=5600153193&tip=sid&clean=0
"Sydney law review, The",journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=20345&tip=sid&clean=0
Theoria et Historia Scientiarum,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21100903456&tip=sid&clean=0
Tractors and Agricultural Machinery,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101169011&tip=sid&clean=0
"Tromboz, Gemostaz i Reologiya",journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101051212&tip=sid&clean=0
Ubiquitous Learning,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=21100236814&tip=sid&clean=0
Vestnik Khirurgii Imeni I.I.Grekova,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=19297&tip=sid&clean=0
Voprosy Psikhologii,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=89489&tip=sid&clean=0
WSEAS Transactions on Information Science and Applications,journal,Q4,22,https://www.scimagojr.com/journalsearch.php?q=144808&tip=sid&clean=0
Zeitschrift der Deutschen Morgenlandischen Gesellschaft,journal,Q3,8,https://www.scimagojr.com/journalsearch.php?q=23518&tip=sid&clean=0
Acta Anatomica Sinica,journal,Q4,8,https://www.scimagojr.com/journalsearch.php?q=4000151906&tip=sid&clean=0
Acta Colombiana de Cuidado Intensivo,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21101115808&tip=sid&clean=0
Al-'Arabiyya,journal,Q2,2,https://www.scimagojr.com/journalsearch.php?q=21100944571&tip=sid&clean=0
Ambulatornaya Khirurgiya,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101091059&tip=sid&clean=0
American Archivist,journal,Q3,33,https://www.scimagojr.com/journalsearch.php?q=12085&tip=sid&clean=0
American Journal of Islam and Society,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101121575&tip=sid&clean=0
Anales Cervantinos,journal,Q2,7,https://www.scimagojr.com/journalsearch.php?q=19700173007&tip=sid&clean=0
Analytical Science and Technology,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100905494&tip=sid&clean=0
Annals of Biology,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=13016&tip=sid&clean=0
Arab Studies Quarterly,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=60672&tip=sid&clean=0
Archiv fur Religionsgeschichte,book series,Q3,14,https://www.scimagojr.com/journalsearch.php?q=19600166308&tip=sid&clean=0
Arenal,journal,Q3,5,https://www.scimagojr.com/journalsearch.php?q=21100825856&tip=sid&clean=0
Arthroskopie,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=144914&tip=sid&clean=0
Asia-Pacific Review,journal,Q3,22,https://www.scimagojr.com/journalsearch.php?q=5600156022&tip=sid&clean=0
Australian Year Book of International Law,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101071253&tip=sid&clean=0
Beitrage zur Geschichte der Sprachwissenschaft,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=5800209329&tip=sid&clean=0
BELGEO,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=12570&tip=sid&clean=0
Biblische Zeitschrift,journal,Q3,7,https://www.scimagojr.com/journalsearch.php?q=16100154761&tip=sid&clean=0
Bilig,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=5600154145&tip=sid&clean=0
"Canadian yearbook of international law. Annuaire canadien de droit international, The",journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=25617&tip=sid&clean=0
Chinese Journal of Reproduction and Contraception,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21101034400&tip=sid&clean=0
Cientifica,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=64631&tip=sid&clean=0
Cirugia Plastica Ibero-Latinoamericana,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=21028&tip=sid&clean=0
Communications on Applied Nonlinear Analysis,journal,Q4,16,https://www.scimagojr.com/journalsearch.php?q=11100153313&tip=sid&clean=0
Connexions,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=5800169793&tip=sid&clean=0
Diacritics,journal,Q2,20,https://www.scimagojr.com/journalsearch.php?q=5700156387&tip=sid&clean=0
Ekonomiaz,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=21100889706&tip=sid&clean=0
Electronic Device Failure Analysis,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=144890&tip=sid&clean=0
Entreprises et Histoire,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=17900156716&tip=sid&clean=0
Ethical Thought,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101051697&tip=sid&clean=0
Ethnographia,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21100218071&tip=sid&clean=0
European Journal for Philosophy of Religion,journal,Q3,13,https://www.scimagojr.com/journalsearch.php?q=21100866201&tip=sid&clean=0
Forum for Modern Language Studies,journal,Q2,14,https://www.scimagojr.com/journalsearch.php?q=145599&tip=sid&clean=0
Global Journal Al-Thaqafah,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=21100324067&tip=sid&clean=0
History of the Present,journal,Q3,5,https://www.scimagojr.com/journalsearch.php?q=21101043317&tip=sid&clean=0
Ilu,journal,Q3,7,https://www.scimagojr.com/journalsearch.php?q=5700168416&tip=sid&clean=0
Indian Veterinary Journal,journal,Q4,20,https://www.scimagojr.com/journalsearch.php?q=18253&tip=sid&clean=0
Industrial Archaeology Review,journal,Q3,8,https://www.scimagojr.com/journalsearch.php?q=38850&tip=sid&clean=0
International Insolvency Review,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=21100217635&tip=sid&clean=0
International Journal of Assessment and Evaluation,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100258624&tip=sid&clean=0
International Journal of Public Policy and Administration Research,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101091649&tip=sid&clean=0
Iranian Journal of Nuclear Medicine,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=4700153506&tip=sid&clean=0
Journal of Clinical Obstetrics and Gynecology,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21101026988&tip=sid&clean=0
Journal of Diabetes Nursing,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=9500154121&tip=sid&clean=0
Journal of Head and Neck Physicians and Surgeons,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21101114179&tip=sid&clean=0
"Journal of Health, Safety and Environment",journal,Q4,20,https://www.scimagojr.com/journalsearch.php?q=73305&tip=sid&clean=0
Journal of Iranian Medical Council,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101051694&tip=sid&clean=0
Journal of Medical Sciences (Taiwan),journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=130011&tip=sid&clean=0
